Locality,DateBins,Lat.,Long.,D_sum,N_sum,B_sum,R_sum,x_sum,F_sum,Q_sum,K_sum,E_sum,L_sum,n_sum,A_sum,G_sum,I_sum,J_sum,C_sum,O_sum,H_sum,P_sum,T_sum,y_haplos_sum
Bashkortostan. Zianchurinsky District. Bogdanovka #228/1,2001-2500,54.99,73.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basilica (Marmara. Iznik),1001-1500,40.42,29.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basilica (Marmara. Iznik),1501-2000,40.42,29.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basilicata. Potenza. Venosa,1001-1500,40.968228,15.827097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basque Country,5001-5500,43.0866,-2.2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basque Country. Alava. Alto de la Huesera,4501-5000,42.57,-2.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Basque Country. Alava. La Chabola de la Hechicera,5001-5500,42.57,-2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basque Country. Alava. Las Yurdinas II,4501-5000,42.63,-2.7000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Basque Country. Alava. Las Yurdinas II,5001-5500,42.63,-2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basque Country. Araba/Álava. Laguardia. Alto de la Huesera,4501-5000,42.57,-2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basque Country. Araba/Álava. Laguardia. El Sotillo,2501-3000,42.57,-2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basque Country. Araba/Álava. Laguardia. El Sotillo,3001-3500,42.57,-2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basque Country. Araba/Álava. Laguardia. El Sotillo,3501-4000,42.57,-2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basque Country. Araba/Álava. Laguardia. El Sotillo,4001-4500,42.57,-2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Basque Country. Araba/Álava. Laguardia. La Hoya,2001-2500,42.565,-2.58635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bateni,4501-5000,54.35661,90.919186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battonya Vörös Oktober,3501-4000,46.356,20.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Alburg-Lerchenhaid. Spedition Häring. Stkr. Straubing,4001-4500,48.8833,12.5332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Alteglofsheim,1501-2000,48.909,12.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Altenerding- Klettham,1001-1500,48.296,11.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Altenerding- Klettham,1501-2000,48.296,11.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Altheim,1001-1500,48.58,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Altheim,1501-2000,48.58,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Barbing-Irlmauth,1001-1500,49.01,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Burgweinting - Nord-West II,1001-1500,48.98,12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Künzing-Bruck. Lkr. Deggendorf,4001-4500,48.6639,13.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavaria. Straubing- Bajuwarenstraße,1001-1500,48.89000000000001,12.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayan Ulgii aimag. Tsengel sum. Tsagaan-Uul. Khuvsgol,2001-2500,48.68,88.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayan-Ulgii aimag. Tsengel sum. Biluut 2 barrow 4,2001-2500,48.68,88.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayan-Ulgii aimag. Tsengel sum. Biluut 2. barrow 3,3001-3500,48.3,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bayan-Ulgii aimag. Ulaankhus sum. Kulala Ula barrow 1. secondary burial,4501-5000,49.359,88.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bayan-Ulgii aimag. Ulaankhus sum. Kulala Ula barrow 2,3001-3500,49.359,88.713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bayan-Ulgii aimag. Ulaankhus sum. Kumdii govi barrow. burial 2 ,4501-5000,49.3275,88.92930555000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayan-Ulgii aimag. Ulaankhus sum. Kurgak govi barrow 1. infant burial in main grave ,4501-5000,49.336,88.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bayan-Ulgii aimag. Ulaankhus sum. Kurgak govi barrow 2 secondary burial,4001-4500,49.336,88.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayankhongor aimag. Erdenetsogt sum. Shatar chuluu kurgan 2,4501-5000,46.4,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bayankhongor aimag. Erdenetsogt sum. Shatar chuluu kurgan 2,5001-5500,46.4,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bayankhongor aimag. Erdentsogt sum,3001-3500,46.426,100.817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bayankhongor aimag. Khar Sairiin Am. Khirigsuur,3001-3500,45.918477,100.83344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayankhongor aimag. Ulziit soum. Khar Sair am,3001-3500,48.11,102.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bayankongor aimag. Erdenetsogt sum,3001-3500,46.426,100.817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ba’ja,8501-9000,30.415278,35.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beagle Channel. Tierra del Fuego,0-1000,-55.01,-69.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beagle Channel. Tierra del Fuego. Acatushún,0-1000,-54.87,-67.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beagle Channel. Tierra del Fuego. Almanza,0-1000,-54.85,-67.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beirut ,1501-2000,33.896528,35.511389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beirut ,2001-2500,33.89642375,35.5091665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beirut ,2501-3000,33.896667,35.509444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beli Manastir-Popova zemlja,6501-7000,45.338767,18.698861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengalis,0-1000,23.763889,90.388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benzingerode-Heimburg,4001-4500,51.82,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berel,2001-2500,49.3356,86.350367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Berettyóújfalu-Morotva-Liget,7501-8000,47.318741,21.527443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergsgraven,4001-4500,58.415833,15.625278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Berkaber. Dzhoghaz Cemetery Meydanner,4001-4500,41.03,45.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Besenyszög Berek-ér partja. Köröm-Kápolnadomb,2001-2500,47.20943056,20.26306944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Besenyszög Berek-ér partja. Köröm-Kápolnadomb,3001-3500,47.20943056,20.26306944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bestansur,9001-9500,35.376667,45.645556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bezdanjača Cave,3001-3500,44.8520052,15.4199444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bilina,4501-5000,50.548056,13.776111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bishkek,0-1000,42.86666667,74.61666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Fortress,3001-3500,40.833333,43.916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blatterhole Cave,5001-5500,51.358333,7.551111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blatterhole Cave,5501-6000,51.358333,7.551111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bodzia,0-1000,52.7,18.9,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Bogorodskoe,0-1000,52.37,140.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia,4001-4500,50.078134,14.312195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bohemia. Blšany,4501-5000,50.351064,13.852118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Brandýs nad Labem,3501-4000,50.174207,14.646467,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
Bohemia. Brandýs nad Labem,4001-4500,50.174207,14.646467,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Bohemia. Březno u Loun,5501-6000,50.3575,13.743611,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bohemia. Chleby,3501-4000,50.215039,15.119066,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bohemia. Chleby,4001-4500,50.215039,15.119065999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Bohemia. Droužkovice,4501-5000,50.436881,13.41345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bohemia. Holubice,5001-5500,50.200564,14.29025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Holubice,5501-6000,50.200564,14.29025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Hostivice,4001-4500,50.080377,14.27686,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bohemia. Kněževes,3501-4000,50.119278,14.267059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Kněževes,4001-4500,50.119278,14.267059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Kolín I,3501-4000,50.033343,15.168084,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bohemia. Kolín I,4501-5000,50.033343,15.168084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bohemia. Kolín II,4001-4500,50.025608,15.169165999999999,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bohemia. Kolín VI,4001-4500,50.011045,15.213159,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bohemia. Kolín VII,3501-4000,50.008869,15.221727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bohemia. Kolín VII,4001-4500,50.008869,15.221727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bohemia. Kolín-Šťáralka,5501-6000,50.00872999999999,15.23091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Bohemia. Konobrže,4001-4500,50.555735,13.660563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Konobrže,4501-5000,50.555735,13.660563000000002,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bohemia. Mikulovice,3501-4000,49.99200400000001,15.776861000000002,0,0,0,41,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43
Bohemia. Mikulovice,4001-4500,49.992004,15.776861,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bohemia. Neratovice,6001-6500,50.268076,14.523173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bohemia. Obříství,4001-4500,50.292725,14.484945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Obříství,4501-5000,50.292725,14.484945000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bohemia. Plotiště nad Labem,4501-5000,50.250195,15.811275,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bohemia. Praha 5 - Malá Ohrada,4001-4500,50.04618,14.337021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Praha 5 - Nové Butovice,4001-4500,50.052366,14.344968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bohemia. Praha-Miškovice,3501-4000,50.156484,14.538727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bohemia. Praha-Miškovice,4001-4500,50.156484,14.538727,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Bohemia. Praha-Ďáblice,4001-4500,50.151931,14.493838,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Bohemia. Předměřice,4501-5000,50.252119,15.811875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Radovesice,4501-5000,50.542303,13.843248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bohemia. Roudnice nad Labem,3501-4000,50.416843,14.245509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Roudnice nad Labem,4001-4500,50.416843,14.245509,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Bohemia. Stadice,4501-5000,50.612939000000004,13.961205,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bohemia. Tišice,4001-4500,50.283392,14.539446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Toušeň,4501-5000,50.167736,14.722575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Bohemia. Trmice,4501-5000,50.637938,13.992275,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bohemia. Tuchoměřice,4501-5000,50.137677,14.273411000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3
Bohemia. Tuchoměřice,6001-6500,50.137677,14.273411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Velké Přílepy,4501-5000,50.155159,14.318068,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Bohemia. Vliněves,3501-4000,50.365945,14.446606,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Bohemia. Vliněves,4001-4500,50.365945,14.446606,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Bohemia. Vliněves,4501-5000,50.365945,14.446605999999997,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Bohemia. Vliněves,5501-6000,50.365945,14.446606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bohemia. Vliněves,6001-6500,50.365945,14.446606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Zeleneč,4001-4500,50.137866,14.659928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemia. Čachovice,4001-4500,50.373091,13.365431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bol'shekaraganskii,3501-4000,52.637,59.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boncuklu,9501-10000,37.75,32.866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boncuklu,10001-10500,37.75127333333334,32.86548966666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boncuklu Tarla (Southeast. Mardin. Dargeçit. Ilısu),10501-11000,37.5231,41.842600000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boncuklu Tarla (Southeast. Mardin. Dargeçit. Ilısu) ,10501-11000,37.52,41.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BondoDistrict,0-1000,-0.1,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonnanaro. SAS. Corona Moltana/ Zarau,1001-1500,40.519214,8.789147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botai,5001-5500,53.236324835,67.657416335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouches-du-Rhône. Velaux. Roquepertuse,2001-2500,43.53,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bougainville,0-1000,-6.373333333333333,155.64555555555557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bover Cemetery,3001-3500,40.91666,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyanovo,4001-4500,42.281,26.63425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandysek,1001-1500,50.19,14.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandýsek,4001-4500,50.19,14.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bratislava. Hlavné námestie 7. Kutscherfeld Palace,1501-2000,48.143503,17.108387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bratislava. Panská 19-21. Pálffy Palace,2001-2500,48.142163,17.107098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunn Wolfholz,7001-7500,48.120396,16.291722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Brzesc Kujawski,4501-5000,52.61,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brzesc Kujawski,6001-6500,52.61,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucinci-Skopje,2501-3000,42.03,21.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Budakalász-Luppa csárda,5001-5500,47.62094,19.04494,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Budakalász. Csajerszke. M0 Site 12 ,4001-4500,47.62094,19.04494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Budakeszi. Szőlőskert-Tangazdaság,7001-7500,47.50163,18.910468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Budapest-Békásmegyer,4001-4500,47.59916,19.05456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulanovo,3501-4000,52.453,55.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgan. Baruun Mukhdagiin Am,2001-2500,48.595494,102.830353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgan. Khutag undur sum. Marzyn Khutul tomb 1,3001-3500,49.41,102.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bulgan. Khutag-Undur sum. Egiin-gol river valley. Kharuulyn gozgor. tomb 1-116,7501-8000,49.53469,103.2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgan. Khutag-Undur sum. Egiin-gol river valley. Kharuulyn gozgor. tomb 1-117-1. skeleton 3,7001-7500,49.53469,103.2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgan. Khutag-Undur sum. Egiin-gol river valley. Marzyn Khutul. tomb 1-055-1. skeleton 2,7501-8000,49.53469,103.2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bulgan. Khutag-Undur sum. Haruulyn Gozgor tomb 1-113,3501-4000,49.3925,102.7025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bulgan. Khutag-Undur sum. Marzyn khutul. Tomb 1-055-1. skeleton 1,7501-8000,49.3925,102.7025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bulgan. Khutag-Undur sum. Marzyn khutul. Tomb 1-055-1. skeleton 2,7501-8000,49.3925,102.7025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bulgan. Khutag-Undur sum. Marzyn khutul. Tomb 1-055-1. skeleton 4,7501-8000,49.3925,102.7025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bulgan. Ovgont,2001-2500,48.092111,104.158389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgan. Zaan-Khoshuu,0-1000,47.854689,104.04602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgan. Zaan-Khoshuu,1001-1500,47.854689,104.04602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgan. Zaraa Tolgoi,0-1000,48.236445,103.886954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgos. Arroyal I,4001-4500,42.4,-3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgos. Atapuerca. El Mirador Cave,4001-4500,42.33333333,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Burgos. Atapuerca. El Mirador Cave,4501-5000,42.33333333,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
Burgos. El Prado de Pancorbo,6501-7000,42.6282,-3.11649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgos. El Prado de Pancorbo,7001-7500,42.6282,-3.11649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgos. La Horra,3001-3500,41.7412,-3.8744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buryatia. Fofonovo,7501-8000,52.048428,106.766261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buryatia. Il'movaya Pad,2001-2500,50.497414,106.405503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buryatia. Pesterevo 82,2501-3000,51.501961,107.456383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bustan,3001-3500,37.66666667,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byan Zherek. eastern spur. Dali,3001-3500,45.13237778,79.36439444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byan Zherek. eastern spur. Dali,3501-4000,45.13237778,79.36439444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byan Zherek. eastern spur. Dali,4501-5000,45.13237778,79.36439444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bystrovka,3001-3500,51.909,88.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bátaszék-Lajvér,6501-7000,46.20487,18.7004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bölcske-Gyűrűsvölgy,7001-7500,46.736119,18.958091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRL Arman,3501-4000,45.22509,26.68277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleta Huelen 12,0-1000,-21.4398,-70.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleta Huelen 12,1001-1500,-21.4398,-70.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California. Carpenteria,1001-1500,34.399167,-119.516389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California. San Nicolas Island,0-1000,33.264278,-119.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California. San Nicolas Island,1001-1500,33.25792233333333,-119.52585366666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California. San Nicolas Island,1501-2000,33.264278,-119.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California. San Nicolas Island,2501-3000,33.264278,-119.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California. San Nicolas Island,3001-3500,33.264278,-119.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California. San Nicolas Island,4501-5000,33.264278,-119.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvados. Fleury-sur-Orne,5501-6000,49.19,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4
Calvados. Fleury-sur-Orne,6001-6500,49.19,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,8
