+------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+---------------+-----------+-----------+----------+----------+----------+---------+----------+----------+---------+-----------+-----------+-----------+-----------+---------+-----------+----------+---------+-----------+-----------+----------+----------------+
|      | CombinedBins                                                                                                                                                                                                                                                                                                                                                                                                                          |       Lat. |         Long. |     I_sum |     F_sum |    E_sum |    A_sum |    Q_sum |   D_sum |    H_sum |    R_sum |   x_sum |     N_sum |     G_sum |     T_sum |     B_sum |   K_sum |     L_sum |    n_sum |   O_sum |     C_sum |     J_sum |    P_sum |   y_haplos_sum |
| 2135 | Uvurkhangai. Khujirt sum. Shunkhlai Uul. Grave #1 ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                       |  46.8975   |  102.767      |   0       |   0       |   0      |   0      | 100      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 2136 | Uvurkhangai. Khujirt sum. Shunkhlai Uul. Tomb 2 ( 3001-3500 )                                                                                                                                                                                                                                                                                                                                                                         |  46.92     |  102.76       |   0       |   0       |   0      |   0      | 100      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 2137 | Uvurkhangai. Khujirt sum. Shunkhlai Uul. Tomb 9 ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                         |  46.8975   |  102.767      |   0       |   0       |   0      |   0      | 100      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 2138 | Uvurkhangai. Tevsh Mountain ( 2001-2500 )                                                                                                                                                                                                                                                                                                                                                                                             |  44.6542   |  102.061      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2139 | Uybat III ( 4001-4500 )                                                                                                                                                                                                                                                                                                                                                                                                               |  53.7086   |   90.3598     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2140 | Valencia. Carrer Sagunto 49 ( 0-1000 )                                                                                                                                                                                                                                                                                                                                                                                                |  39.4697   |   -0.3774     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2141 | Valencian Community. Alacant/Alicante. Alcoi. Les Llometes ( 5501-6000 )                                                                                                                                                                                                                                                                                                                                                              |  38.7025   |   -0.48631    |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2142 | Valencian Community. Castelló/Castellón. Vilafamés. Els Estrets de la Rata ( 2001-2500 )                                                                                                                                                                                                                                                                                                                                              |  40.138    |   -0.07       |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 2143 | Valencian Community. Castelló/Castellón. Vinaròs. Plaza Parroquial ( 0-1000 )                                                                                                                                                                                                                                                                                                                                                         |  40.4703   |    0.4756     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2144 | Valencian Community. Castelló/Castellón. Vinaròs. Puig de la Misericordia ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                               |  40.5067   |    0.4314     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2145 | Valencian Community. València/Valencia. Bocairent. La Coveta Emparetà ( 5001-5500 )                                                                                                                                                                                                                                                                                                                                                   |  38.7623   |   -0.586981   |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2146 | Valencian Community. València/Valencia. La Font de la Figuera. Cova de Sant Gomengo ( 5001-5500 )                                                                                                                                                                                                                                                                                                                                     |  38.8245   |   -0.864165   |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2147 | Valencian Community. València/Valencia. La Vital. Gandia ( 4001-4500 )                                                                                                                                                                                                                                                                                                                                                                |  38.9777   |   -0.16037    |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2148 | Vardbakh. Yerevan 2 Cave ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                                                                |  40.8333   |   43.9167     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2149 | Varna ( 6501-7000 )                                                                                                                                                                                                                                                                                                                                                                                                                   |  43.2131   |   27.8644     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2150 | Vas county. Kápolnadomb. Gór ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                            |  47.3537   |   16.7947     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2151 | Vasil'evka ( 10001-10500 )                                                                                                                                                                                                                                                                                                                                                                                                            |  47.4342   |   35.2764     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2152 | Vasil'evka ( 8001-8500 )                                                                                                                                                                                                                                                                                                                                                                                                              |  47.4342   |   35.2764     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2153 | Vatnsdalur ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                                              |  65.5707   |  -24.0658     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2154 | Vega Baja. Paso del Indio ( 0-1000 )                                                                                                                                                                                                                                                                                                                                                                                                  |  18.431    |  -66.382      |   0       |   0       |   0      |   0      | 100      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              4 |
| 2155 | Vega Baja. Paso del Indio ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                               |  18.431    |  -66.382      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2156 | Veibri ( 6501-7000 )                                                                                                                                                                                                                                                                                                                                                                                                                  |  58.2017   |   26.465      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2157 | Veio Grotta Gramiccia ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                                   |  42.0168   |   12.1004     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2158 | Vela Spila ( 9001-9500 )                                                                                                                                                                                                                                                                                                                                                                                                              |  42.9672   |   16.7072     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2159 | Velika Gruda ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                                            |  42.382    |   18.74       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2160 | Velika Gruda ( 3001-3500 )                                                                                                                                                                                                                                                                                                                                                                                                            |  42.3667   |   18.7333     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2161 | Veliki Vanik ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                                            |  43.194    |   17.344      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2162 | Veliko Tarnovo. Dzhulyunitsa ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                            |  43.1609   |   25.8834     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2163 | Veliko Tarnovo. Dzhulyunitsa ( 6001-6500 )                                                                                                                                                                                                                                                                                                                                                                                            |  43.1609   |   25.8834     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2164 | Velim-Kosa ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                                              |  43.8874   |   15.7253     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2165 | Velké Přílepy ( 4001-4500 )                                                                                                                                                                                                                                                                                                                                                                                                           |  50.1644   |   14.3148     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2166 | Verkhni Askiz ( 4001-4500 )                                                                                                                                                                                                                                                                                                                                                                                                           |  53.1565   |   90.2078     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2167 | Verona. Stallavena di Grezzana. Riparo Tagliente ( nan )                                                                                                                                                                                                                                                                                                                                                                              |  45.54     |   11.01       | 100       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 2168 | Versend-Gilencsa ( 7001-7500 )                                                                                                                                                                                                                                                                                                                                                                                                        |  45.5853   |   18.3077     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2169 | Veszprém Jutasi út ( 6001-6500 )                                                                                                                                                                                                                                                                                                                                                                                                      |  47.1026   |   17.913      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 | 100       |   0       |   0      |              1 |
| 2170 | Veszprém Jutasi út ( 6501-7000 )                                                                                                                                                                                                                                                                                                                                                                                                      |  47.1026   |   17.913      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 | 100       |   0       |   0      |              1 |
| 2171 | Via Paisiello (Necropoli Salaria) ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                                                       |  41.918    |   12.4912     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2172 | Viale Rossini (Necropoli Salaria) ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                                                       |  41.9207   |   12.4895     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2173 | Vicenza. Berici Hills. Grottina dei Covoloni del Broion ( 3001-3500 )                                                                                                                                                                                                                                                                                                                                                                 |  45.4676   |   11.5898     |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 2174 | Vicenza. Berici Hills. Grottina dei Covoloni del Broion ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                 |  45.4676   |   11.5898     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2175 | Vicenza. Berici Hills. Grottina dei Covoloni del Broion ( 5001-5500 )                                                                                                                                                                                                                                                                                                                                                                 |  45.4676   |   11.5898     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       | 100       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              2 |
| 2176 | Victoria Nyanza. Homa Bay. White Rock Point. GrJb2 ( 4001-4500 )                                                                                                                                                                                                                                                                                                                                                                      |  -0.45     |   34.3167     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2177 | Victoria Nyanza. Kisumu. Jawuoyo Rockshelter ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                                            |  -0.067    |   34.667      |   0       |   0       | 100      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 2178 | Villa Magna ( 0-1000 )                                                                                                                                                                                                                                                                                                                                                                                                                |  41.6877   |   13.0865     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2179 | Villa Magna ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                                             |  41.6877   |   13.0865     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2180 | Vindija Cave ( nan )                                                                                                                                                                                                                                                                                                                                                                                                                  |  46.2992   |   16.0706     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2181 | Vinkovci. Vinka ( 6501-7000 )                                                                                                                                                                                                                                                                                                                                                                                                         |  45.3009   |   18.7794     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2182 | Vinkovci. Vinka ( 7001-7500 )                                                                                                                                                                                                                                                                                                                                                                                                         |  45.3009   |   18.7794     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2183 | Visonta Nagycsapás ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                                      |  47.7672   |   20.0216     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2184 | Vlasac ( 11001-11500 )                                                                                                                                                                                                                                                                                                                                                                                                                |  44.5337   |   22.0503     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2185 | Vlasac ( 7501-8000 )                                                                                                                                                                                                                                                                                                                                                                                                                  |  44.5337   |   22.0503     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2186 | Vlasac ( 8001-8500 )                                                                                                                                                                                                                                                                                                                                                                                                                  |  44.5337   |   22.0503     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2187 | Vlasac ( 8501-9000 )                                                                                                                                                                                                                                                                                                                                                                                                                  |  44.5337   |   22.0503     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2188 | Vlasac ( 9501-10000 )                                                                                                                                                                                                                                                                                                                                                                                                                 |  44.5337   |   22.0503     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2189 | Vodovrati-Veles. Gradsko ( 3001-3500 )                                                                                                                                                                                                                                                                                                                                                                                                |  41.58     |   21.87       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2190 | Vodovratski Pat. V. Vodovrati-Gradsko  ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                  |  41.58     |   21.87       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2191 | Vojlovica-Humka ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                                                                                         |  44.8422   |   20.687      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2192 | Volniensky. Vilnianka ( 7001-7500 )                                                                                                                                                                                                                                                                                                                                                                                                   |  47.9543   |   35.3893     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2193 | Vologda Administrative Region ( 0-1000 )                                                                                                                                                                                                                                                                                                                                                                                              |  61        |   40          |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2194 | Vologda. Karavaikha 1 ( 8001-8500 )                                                                                                                                                                                                                                                                                                                                                                                                   |  60.4678   |   38.9006     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2195 | Volosovo-Danilovo. Central European Russian Forest-Steppe. Yaroslavl ( 4001-4500 )                                                                                                                                                                                                                                                                                                                                                    |  57.8873   |   40.2766     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2196 | Volosovo-Danilovo. Central European Russian Forest-Steppe. Yaroslavl. Nikultsino ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                        |  57.5293   |   39.6699     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2197 | Vovnigi ( 7001-7500 )                                                                                                                                                                                                                                                                                                                                                                                                                 |  48.1333   |   35.0833     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 2198 | Vučedol Tell ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                                                                                            |  45.3356   |   19.0605     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
